PM10,NO,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,PM2.5
50.27,9.47,15.75,12.71,8.83,0.76,20.66,0.42,1.46,30.17
48.14,9.77,15.67,12.52,9.13,0.73,20.71,0.42,1.41,28.88
46.16,9.66,15.87,12.36,8.64,0.74,21.33,0.42,1.42,27.69
44.95,9.48,15.81,12.53,4.38,0.73,21.64,0.41,1.43,26.97
42.48,9.49,15.52,12.21,3.62,0.73,20.82,0.41,1.48,25.49
38.37,9.65,15.5,12.58,5.51,0.74,23.75,0.41,1.42,23.02
47.55,9.76,15.43,12.44,7.76,0.73,21.58,0.42,1.45,28.54
60.39,9.69,15.16,12.63,5.6,0.76,20.48,0.41,1.42,36.24
79.43,9.68,15.79,12.45,5.95,0.75,20.74,0.43,1.44,47.66
80.54,9.69,15.38,12.72,5.66,0.74,20.59,0.41,1.49,48.33
69.01,9.57,15.72,12.38,4.98,0.75,20.94,0.41,1.43,41.41
59.28,9.72,15.58,12.76,4.09,0.74,21.23,0.42,1.44,35.56
48.03,9.57,15.66,12.51,4.44,0.74,20.49,0.4,1.48,28.81
40.88,9.61,15.56,12.69,4.7,0.74,21.46,0.42,1.45,24.52
35.65,9.66,16.07,12.67,4.53,0.74,20.76,0.4,1.44,21.39
37.41,9.52,15.37,12.31,2.96,0.74,20.96,0.42,1.44,22.45
35.26,9.67,15.52,12.79,2.83,0.75,21.18,0.41,1.45,21.16
37.74,9.72,15.17,12.33,2.47,0.74,21.13,0.41,1.44,22.65
36,9.71,15.46,12.4,2.53,0.73,20.22,0.4,1.43,21.6
34.62,9.62,15.71,12.47,3.12,0.73,20.74,0.41,1.49,20.78
32.66,9.4,15.59,12.6,3.37,0.74,20.15,0.41,1.46,19.59
28.09,9.74,15.46,12.51,2.93,0.72,20.73,0.41,1.46,16.85
31.6,9.57,15.91,12.37,2.54,0.73,20.57,0.41,1.44,18.96
33.18,9.58,15.32,12.53,4.77,0.73,20.19,0.41,1.44,19.91
38.92,9.67,15.23,12.36,4.67,0.75,20.77,0.42,1.44,23.36
40.71,9.63,15.57,12.55,5.31,0.73,21.77,0.41,1.47,24.43
43.45,9.49,15.59,12.46,4.05,0.73,22.01,0.41,1.41,26.07
46.94,9.41,15.74,12.43,8.05,0.75,20.27,0.41,1.44,28.17
52.32,9.59,15.72,12.25,8.19,0.74,21.32,0.41,1.42,31.39
47.81,9.62,15.64,12.47,6.09,0.73,20.6,0.4,1.43,28.68
51.22,9.6,15.63,12.57,5.3,0.74,20.45,0.41,1.45,30.73
53.86,9.71,15.71,12.63,1.9,0.72,20.79,0.42,1.42,32.31
50.23,9.66,15.67,12.61,1.86,0.74,20.79,0.41,1.44,30.14
46.12,9.58,15.79,12.64,2.14,0.72,20.84,0.41,1.42,27.67
38.51,9.67,15.8,12.53,2.51,0.73,20.66,0.41,1.44,23.1
34.43,9.61,15.88,12.71,5.22,0.75,20.54,0.42,1.47,20.66
38.41,9.38,15.43,12.99,5.02,0.74,20.61,0.4,1.46,23.05
38.9,9.55,15.54,12.49,5.66,0.74,20.07,0.41,1.46,23.34
36.14,9.8,15.48,12.65,5.22,0.74,20.27,0.42,1.45,21.68
30.88,9.54,15.59,12.76,10.03,0.74,20.7,0.41,1.45,18.52
26.84,9.59,15.7,12.27,9.59,0.75,20.86,0.41,1.49,16.11
30.9,9.64,15.54,12.47,9.59,0.75,20.87,0.41,1.46,18.54
32.51,9.64,15.4,12.51,9.64,0.75,20.95,0.41,1.45,19.51
36.67,9.71,15.5,12.61,2.21,0.75,20.41,0.41,1.46,22
37.27,9.53,15.91,12.62,1.68,0.74,20.49,0.41,1.45,22.36
33.48,9.61,15.46,12.53,1.66,0.73,20.19,0.4,1.46,20.09
27.81,9.71,15.72,12.96,1.46,0.76,20.68,0.41,1.45,16.69
31.26,9.53,15.96,12.46,1.27,0.73,20.68,0.41,1.44,18.75
31.5,9.68,15.7,12.54,0.85,0.73,20.59,0.41,1.43,18.9
33.93,9.57,15.66,12.47,1.31,0.74,20.79,0.41,1.44,20.35
32.13,9.71,15.6,12.54,1.14,0.73,20.45,0.41,1.43,19.28
32.11,9.69,15.61,12.25,5.72,0.73,21.57,0.42,1.44,19.27
34.68,9.62,15.73,12.58,5.84,0.74,21.02,0.42,1.46,20.8
40.86,9.56,15.39,12.4,5.77,0.74,20.73,0.42,1.42,24.52
40.19,9.54,15.78,12.28,5.68,0.74,20.37,0.41,1.45,24.12
44.11,9.73,15.7,12.42,6.85,0.75,20.86,0.42,1.47,26.46
47.53,9.52,15.64,12.54,7.53,0.74,20.81,0.41,1.44,28.52
51.2,9.43,15.56,12.49,8.33,0.73,20.47,0.4,1.47,30.72
56.24,9.51,15.65,12.6,8.23,0.76,20.92,0.41,1.43,33.74
54.05,9.46,15.73,12.76,4.58,0.73,20.47,0.41,1.46,32.43
53.41,9.69,15.81,12.45,4.99,0.74,20.82,0.41,1.47,32.04
47.6,9.47,15.86,12.61,4.64,0.74,20.57,0.41,1.44,28.56
41.29,9.66,15.97,12.74,5.97,0.74,19.93,0.41,1.46,24.77
41.38,9.6,15.66,12.47,1.67,0.75,20.5,0.41,1.45,24.82
36.4,9.6,15.87,12.52,1.91,0.74,20.69,0.41,1.43,21.84
35.48,9.54,15.41,12.19,1.75,0.73,21.02,0.41,1.45,21.29
37.34,9.61,15.99,12.3,1.53,0.74,20.66,0.42,1.46,22.4
34.11,9.59,15.16,12.63,6.72,0.73,20.27,0.4,1.49,20.47
35.59,9.66,15.66,12.9,7.79,0.75,20.62,0.41,1.45,21.36
41.9,9.52,15.28,12.38,5.98,0.72,20.05,0.42,1.45,25.14
39.2,9.72,15.47,12.3,5.44,0.75,20.27,0.42,1.48,23.52
34.09,9.66,15.84,12.61,11.9,0.74,26.98,0.4,1.45,20.46
37.04,9.68,15.56,12.79,15.11,0.73,27.73,0.41,1.44,22.23
38.93,9.64,16.06,12.37,12.91,0.75,21.48,0.41,1.43,23.36
36.23,9.62,15.91,13.1,7.52,0.72,20.11,0.41,1.47,21.72
33,9.71,16.02,12.52,3.29,0.74,21.14,0.4,1.49,19.79
37.11,9.56,15.21,12.43,1.54,0.73,21.51,0.4,1.47,22.27
34.77,9.5,16.01,12.39,0.83,0.75,20.99,0.41,1.45,20.87
35.89,9.6,16.14,12.68,0.67,0.75,20.96,0.41,1.44,21.54
41.21,9.71,15.6,12.44,5.49,0.74,20.57,0.41,1.45,24.73
45.6,9.52,15.69,12.49,5.48,0.74,20.61,0.41,1.41,27.36
42.48,9.6,15.5,12.29,6.19,0.74,20.37,0.41,1.43,25.49
39.25,9.68,15.5,12.18,6.13,0.73,20.87,0.41,1.44,23.54
34.87,9.67,15.65,12.62,7.97,0.73,20.62,0.4,1.45,20.92
36.13,9.54,15.62,12.87,7.79,0.74,20.7,0.41,1.45,21.68
42.41,9.53,15.78,12.63,8.67,0.76,20.45,0.41,1.42,25.45
36.32,9.56,15.71,12.66,8.62,0.73,21.02,0.41,1.45,21.79
31.89,9.59,15.49,12.53,5.83,0.74,20.5,0.41,1.46,19.13
28.48,9.69,15.44,12.48,6.34,0.74,20.88,0.4,1.42,17.09
25.45,9.6,15.59,12.63,6.85,0.73,20.51,0.41,1.46,15.27
29.89,9.47,15.73,12.73,5.4,0.74,21.24,0.41,1.45,17.93
29.22,9.6,15.53,12.62,3.21,0.73,20.79,0.41,1.46,17.53
27.68,9.53,15.46,12.52,2.99,0.74,20.84,0.41,1.48,16.61
27.94,9.53,15.8,12.45,2.15,0.74,20.25,0.42,1.45,16.77
31.02,9.64,15.98,12.49,2.04,0.74,20.55,0.41,1.46,18.61
32.1,9.56,15.73,12.21,4.33,0.76,20.09,0.41,1.46,19.26
34.3,9.6,15.47,12.11,4.54,0.73,21.55,0.41,1.45,20.58
35.49,9.68,16.05,12.74,4.81,0.75,20.75,0.4,1.43,21.29
39.55,9.54,15.77,12.58,4.78,0.74,20.59,0.41,1.45,23.72
40.58,9.71,15.73,12.59,5.32,0.74,20.47,0.41,1.44,24.35
38.52,9.63,15.43,12.5,5.19,0.74,21.25,0.42,1.43,23.11
36.57,9.62,15.58,12.6,4.32,0.75,20.43,0.4,1.46,21.94
45.08,9.63,15.28,12.31,4.15,0.75,20.63,0.41,1.44,27.05
64.39,9.87,15.6,12.57,2.58,0.74,20.45,0.4,1.47,38.64
72.34,9.71,15.65,12.23,2.94,0.76,20.73,0.4,1.47,43.4
79.05,9.67,15.56,12.76,3.42,0.75,20.75,0.42,1.44,47.42
86.33,9.72,15.63,12.88,4.56,0.74,20.88,0.41,1.43,51.8
89.48,9.52,15.61,12.68,4.86,0.74,20.52,0.43,1.46,53.69
89.89,9.76,15.64,12.45,5.3,0.73,20.84,0.41,1.48,53.93
79.79,9.56,15.61,12.52,5.62,0.75,20.58,0.42,1.47,47.88
73.94,9.68,15.76,12.49,5.38,0.75,20.2,0.4,1.45,44.37
77.48,9.74,15.37,12.82,8.08,0.73,20.4,0.41,1.44,46.49
75.29,9.44,15.8,12.9,7.07,0.75,20.4,0.41,1.44,45.17
73.56,9.62,15.76,12.53,7.21,0.74,20.47,0.41,1.44,44.13
79.95,9.56,15.64,12.6,8,0.74,20.52,0.41,1.47,47.97
79.39,9.68,15.65,12.35,4.94,0.73,20.53,0.41,1.45,47.63
69.47,9.67,15.73,12.58,4.46,0.74,20.99,0.41,1.47,41.69
55.98,9.47,15.64,12.59,5.58,0.72,20.34,0.41,1.46,33.59
47.44,9.51,15.76,12.69,3.52,0.74,20.51,0.4,1.46,28.46
48.73,9.7,15.63,12.42,5.15,0.74,30.69,0.41,1.47,29.24
47.03,9.53,15.45,12.29,7.6,0.74,33.88,0.41,1.45,28.21
51.17,9.6,15.78,12.37,5.91,0.73,22.09,0.42,1.42,30.7
50.34,9.48,15.51,12.37,5.84,0.72,22.12,0.41,1.43,30.2
49.16,9.67,15.77,12.6,3.64,0.74,21.71,0.4,1.44,29.49
50.17,9.61,15.92,12.46,2.17,0.75,21.55,0.41,1.47,30.1
42.5,9.48,15.69,12.2,1.69,0.72,20.48,0.42,1.48,25.5
46.7,9.63,15.72,12.52,1.16,0.72,21.09,0.41,1.45,28.02
54.7,9.57,15.71,12.66,2.89,0.73,18.1,0.4,1.44,32.83
53.58,9.38,15.57,12.94,None,0.75,4.79,0.43,1.38,32.15
43.49,9.61,15.6,12.41,17.85,0.75,16.96,0.42,1.45,26.09
47.63,9.5,15.64,12.51,18.75,0.74,21.27,0.41,1.45,28.58
49.02,9.54,15.95,12.45,19.58,0.75,25.09,0.4,1.47,29.41
55.53,9.67,15.34,12.54,4.32,0.75,20.92,0.41,1.45,33.31
65.5,9.74,15.72,12.6,3.9,0.74,20.7,0.42,1.45,39.3
69.09,9.66,15.31,12.65,3.34,0.72,20.96,0.41,1.42,41.45
71.34,9.61,16.01,12.45,3.19,0.75,20.87,0.42,1.43,42.8
74.82,9.7,15.51,12.62,5.81,0.74,21.02,0.41,1.46,44.89
74.07,9.53,15.15,12.4,5.32,0.74,20.73,0.41,1.43,44.44
69.51,9.57,15.65,12.45,5.71,0.75,20.85,0.41,1.45,41.7
63.91,9.77,15.53,12.69,4.89,0.75,20.46,0.42,1.45,38.34
66.07,9.62,15.92,12.59,8.76,0.74,20.69,0.41,1.44,39.64
55.03,9.78,15.56,12.53,8.02,0.74,20.59,0.42,1.49,33.02
40.91,7.81,14.5,10.96,7.98,0.74,22.45,0.4,1.43,24.54
32.98,5.62,13.59,8.49,8.47,0.74,27.23,0.41,1.44,19.79
34.43,5.63,13.47,8.62,4.43,0.74,42.19,0.41,1.42,20.66
39.02,5.59,13.6,8.64,4.84,0.74,50.06,0.42,1.46,23.41
41.02,5.61,13.65,8.51,7.44,0.73,56.36,0.41,1.44,24.61
41.95,6.07,14.27,9.07,7.05,0.74,62.53,0.4,1.44,25.17
45.24,8.64,19.5,12.45,3.17,0.74,36.05,0.41,1.46,27.14
41.52,8.54,19.49,12.43,1.52,0.74,21.76,0.41,1.44,24.91
43.75,8.56,19.3,12.52,0.6,0.75,20.29,0.41,1.43,26.25
47.04,8.54,19.24,12.68,0.52,0.75,20.46,0.42,1.45,28.22
52.9,8.66,19.7,12.57,5.02,0.74,20.33,0.4,1.45,31.74
53.06,8.6,19.56,12.54,5.21,0.72,20.76,0.41,1.46,31.84
48.28,8.66,19.73,12.46,5.52,0.75,21.04,0.4,1.43,28.96
48.37,8.5,19.83,12.45,5.17,0.74,20.47,0.41,1.45,29.02
43.17,8.62,19.58,12.6,4.43,0.74,20.42,0.41,1.49,25.9
39.21,8.65,19.64,12.52,4.35,0.74,20.98,0.41,1.45,23.52
38.23,8.74,19.57,12.51,3.85,0.74,20.65,0.41,1.46,22.93
34.65,8.6,19.46,12.61,4.07,0.73,21.11,0.42,1.44,20.79
32.09,8.54,19.87,12.46,4.74,0.74,20.78,0.41,1.49,19.25
29.51,8.71,19.51,12.57,5.64,0.74,20.96,0.41,1.47,17.7
35.47,8.72,19.84,12.52,6.27,0.74,20.41,0.41,1.46,21.28
36.29,8.67,19.83,12.55,6.65,0.73,20.91,0.41,1.49,21.77
32.16,8.6,19.51,12.6,6.19,0.73,20.73,0.41,1.48,19.3
35.59,8.58,19.59,12.51,5.59,0.74,20.25,0.41,1.45,21.36
38.67,8.58,19.65,12.55,6.93,0.75,20.45,0.42,1.45,23.2
45.07,8.58,19.97,12.52,6.79,0.73,16.84,0.42,1.43,27.06
50.17,8.68,19.52,12.54,6.1,0.75,47.21,0.41,1.43,30.1
51.25,8.62,19.35,12.53,3.08,0.75,30.17,0.43,1.46,30.75
48.57,8.62,19.7,12.48,0.61,0.73,21.64,0.42,1.41,29.15
49.02,8.58,19.68,12.49,0.59,0.74,21.01,0.41,1.45,29.42
51.05,8.6,19.69,12.6,6.88,0.72,20.68,0.4,1.45,30.63
54.09,8.62,19.69,12.61,5,0.73,20.38,0.41,1.46,32.46
50.23,8.65,19.97,12.42,7.88,0.76,21.07,0.41,1.45,30.14
49.55,8.68,19.44,12.5,9.76,0.75,21.05,0.41,1.43,29.73
47.46,8.64,19.77,12.46,2.34,0.76,21.03,0.41,1.45,28.48
44.67,8.59,19.69,12.53,3.01,0.75,20.79,0.41,1.45,26.8
45.05,8.78,19.68,12.65,2.4,0.72,21.04,0.42,1.46,27.03
43.65,8.56,19.77,12.44,3.68,0.73,21.34,0.41,1.48,26.19
41.27,8.63,20.07,12.58,6.54,0.75,20.53,0.42,1.46,24.76
36,8.74,19.84,12.59,7.56,0.74,21.12,0.41,1.46,21.6
29.65,8.46,19.58,12.54,6.91,0.74,20.48,0.41,1.46,17.79
33.03,8.67,19.74,12.55,6.86,0.74,20.73,0.42,1.43,19.82
33.83,8.66,19.62,12.56,4.79,0.74,20.46,0.42,1.45,20.29
24.93,8.58,19.64,12.57,4.4,0.74,20.94,0.41,1.42,14.96
24.33,8.54,19.82,12.46,4.52,0.74,20.16,0.41,1.44,14.6
30.71,8.6,19.69,12.45,4.74,0.74,19.95,0.41,1.47,18.42
31.77,8.71,19.54,12.57,3.79,0.73,20.81,0.41,1.47,19.06
31.08,8.49,19.67,12.59,2.81,0.73,21.26,0.41,1.47,18.65
33.14,8.61,19.8,12.59,3.39,0.74,20.17,0.41,1.41,19.88
32.19,8.53,19.63,12.55,3.41,0.73,20.11,0.42,1.43,19.31
31.05,7.33,16.86,11.25,2.6,0.74,20.14,0.42,1.43,18.63
33.83,5.62,13.75,9.37,2.43,0.73,20.61,0.41,1.44,20.3
35.4,5.66,13.62,9.46,3.1,0.74,21.47,0.42,1.39,21.24
34.02,5.63,13.69,9.63,2.69,0.74,20.73,0.41,1.42,20.41
36,5.64,13.56,9.53,3.67,0.72,21.11,0.41,1.45,21.6
38.58,5.61,13.73,9.5,3.84,0.72,20.7,0.41,1.43,23.15
46.25,5.65,13.71,9.55,3.52,0.74,20.91,0.42,1.45,27.75
54.87,5.58,13.62,9.56,4.49,0.73,20.91,0.42,1.44,32.92
58.91,5.63,13.59,9.61,5.04,0.73,20.53,0.41,1.43,35.34
59.7,5.54,13.65,9.47,4.79,0.74,20.41,0.42,1.47,35.82
59.13,5.64,13.68,9.68,5.05,0.73,20.82,0.4,1.42,35.48
61.93,5.61,13.55,9.48,4.83,0.74,21.22,0.41,1.46,37.16
58.94,5.71,13.74,9.55,6.95,0.74,20.13,0.41,1.43,35.37
56.23,5.61,13.58,9.64,6.54,0.74,20.78,0.41,1.43,33.73
55.51,5.64,13.79,9.54,8.35,0.74,20.44,0.42,1.45,33.3
52.77,5.6,13.69,9.49,7.57,0.75,20.54,0.41,1.45,31.66
45.28,5.59,13.76,9.42,6.16,0.74,20.84,0.41,1.45,27.17
40.74,5.58,13.61,9.56,6.41,0.74,20.4,0.41,1.45,24.44
43.2,5.62,13.77,9.51,6.79,0.75,20.73,0.42,1.48,25.92
47.41,5.61,13.79,9.53,7.88,0.73,20.62,0.42,1.45,28.45
40.2,5.6,13.63,9.59,8.4,0.74,20.93,0.42,1.45,24.12
34.22,6.81,16.42,11.33,8.35,0.74,20.77,0.41,1.47,20.53
36.73,10.75,26.25,18.79,8.94,0.75,20.36,0.41,1.44,22.04
41.25,10.82,25.72,18.78,8.25,0.74,20.6,0.42,1.43,24.75
49.72,10.76,26.38,18.63,5.85,0.75,21.27,0.41,1.47,29.83
57.98,10.68,26.03,18.72,6.2,0.74,21.52,0.41,1.44,34.78
59.05,10.66,25.97,18.77,7.06,0.73,21.25,0.4,1.48,35.43
58.86,10.73,25.93,18.73,6.6,0.73,21.02,0.41,1.42,35.31
57.66,10.87,25.79,18.77,4.53,0.75,21.25,0.41,1.43,34.59
53.3,10.73,25.77,18.81,3.8,0.74,21.49,0.4,1.43,31.98
55.62,10.77,26.04,18.81,3.5,0.75,20.8,0.41,1.44,33.37
55.2,10.85,25.79,18.72,3.73,0.75,21.06,0.41,1.42,33.12
56.47,10.63,25.8,18.8,10.28,0.73,20.67,0.41,1.45,33.88
55.63,10.76,25.88,18.79,10.53,0.74,20.52,0.41,1.47,33.38
51.86,10.73,26.42,18.7,11.51,0.75,20.74,0.41,1.46,31.11
47.3,10.46,25.74,18.72,11.05,0.73,20.48,0.41,1.44,28.38
47.85,10.65,25.74,18.66,5.62,0.75,20.52,0.41,1.46,28.71
47.06,10.62,25.83,18.77,5.82,0.74,20.85,0.41,1.47,28.23
43.18,10.56,26.23,18.81,6.63,0.74,20.62,0.41,1.4,25.91
39.05,10.75,26.11,18.74,6.22,0.75,20.33,0.41,1.41,23.43
40.34,10.85,26.58,18.7,4.96,0.75,20.86,0.42,1.42,24.2
40.16,10.75,26.29,18.81,4.5,0.74,20.33,0.41,1.46,24.09
43.05,10.79,26.27,18.63,3.67,0.73,20.78,0.41,1.45,25.83
43.93,10.6,26.02,18.8,3.38,0.74,20.49,0.41,1.43,26.36
42.08,10.96,25.64,18.58,3.68,0.74,21.16,0.41,1.47,25.25
33.8,10.57,25.87,18.69,2.84,0.73,20.77,0.42,1.43,20.28
27.29,10.95,25.95,18.73,3.35,0.73,20.72,0.41,1.43,16.37
31.31,10.8,25.44,18.89,3.59,0.74,21.66,0.41,1.46,18.79
36.5,10.59,25.46,18.71,5.83,0.74,21.57,0.42,1.48,21.9
40.03,10.72,25.45,18.68,7.17,0.72,21.49,0.41,1.44,24.02
43.11,10.88,25.95,18.73,7.16,0.73,21.33,0.41,1.45,25.87
43.95,10.61,25.87,18.67,7.35,0.76,21.24,0.42,1.45,26.37
46.5,10.85,25.69,18.91,9.6,0.75,21.16,0.4,1.44,27.9
47.61,10.56,26.26,18.73,9.23,0.75,21.39,0.42,1.47,28.56
46.07,10.77,25.72,18.73,7.27,0.73,20.44,0.4,1.46,27.64
47.89,10.68,25.73,18.59,7.94,0.73,21.55,0.41,1.44,28.73
49.02,10.88,26.16,18.65,6,0.73,20.89,0.41,1.45,29.41
51.35,10.83,26.07,18.72,6.02,0.73,20.29,0.41,1.43,30.81
50.95,10.58,25.78,18.72,7.02,0.75,20.64,0.41,1.46,30.57
49.22,10.67,26.08,18.8,7.67,0.72,20.45,0.41,1.47,29.54
49.79,10.75,25.57,18.64,7.11,0.74,20.52,0.4,1.46,29.87
44.09,10.33,25.62,18.71,7.88,0.74,20.64,0.41,1.42,26.45
40.41,10.74,26.14,18.84,9.44,0.74,20.77,0.41,1.44,24.25
40.44,10.75,25.34,18.73,8.02,0.72,20.69,0.41,1.44,24.27
39.97,10.56,25.61,18.71,3.14,0.72,20.68,0.42,1.48,23.98
44.44,10.79,26.19,18.74,2.76,0.73,20.57,0.41,1.41,26.67
42.7,10.71,26.03,18.71,2.56,0.75,19.95,0.42,1.44,25.62
40.55,10.72,25.86,18.73,3.28,0.73,20.96,0.41,1.47,24.33
39.95,10.77,25.93,18.72,9.88,0.73,20.44,0.41,1.43,23.97
42.48,10.74,25.8,18.68,9.62,0.75,20.95,0.41,1.47,25.48
41.82,10.79,25.85,18.81,10.07,0.72,20.95,0.41,1.46,25.09
37.01,10.68,26.19,18.68,11.52,0.74,38.04,0.41,1.43,22.21
41.81,10.79,25.78,18.74,4.63,0.74,31.35,0.41,1.45,25.08
48.05,10.86,25.56,18.77,2.62,0.74,22.63,0.41,1.45,28.82
49.38,10.73,25.87,18.79,1.6,0.75,22.09,0.41,1.46,29.62
48.49,10.72,25.55,18.86,1.49,0.75,22.06,0.41,1.46,29.09
53.27,10.85,25.91,18.91,3.71,0.75,21.31,0.41,1.47,31.97
49.52,10.68,25.85,18.73,3.27,0.75,21.45,0.41,1.44,29.71
54.45,10.85,26.29,18.81,3.88,0.73,20.71,0.41,1.45,32.67
57.88,10.8,25.68,18.77,3.47,0.74,21.42,0.41,1.46,34.73
56.32,10.71,26.21,18.77,7.1,0.76,21.12,0.41,1.47,33.79
55.24,10.75,25.96,18.77,7.93,0.73,20.7,0.42,1.41,33.14
58,10.67,25.91,18.67,8.31,0.72,20.78,0.41,1.44,34.8
47.62,10.82,25.46,18.76,7.24,0.75,20.4,0.41,1.44,28.57
35.11,10.66,25.93,18.62,4.97,0.75,20.67,0.42,1.46,21.07
28.98,10.94,25.69,18.79,5.18,0.74,20.54,0.41,1.44,17.39
26.94,10.85,26.05,18.69,4.84,0.74,20.75,0.42,1.44,16.16
28.34,10.61,26.06,18.79,5.56,0.73,20.68,0.41,1.47,17
23.99,10.76,25.59,18.79,5.26,0.74,20.32,0.41,1.44,14.39
20.44,10.83,26.02,18.53,5.48,0.74,20.71,0.41,1.44,12.27
19.44,10.67,25.82,18.85,5.62,0.74,20.91,0.42,1.47,11.66
18.48,10.8,25.75,18.69,6.26,0.72,21.2,0.42,1.46,11.08
22.29,10.24,24.77,18.05,5.58,0.74,20.8,0.41,1.46,13.38
23.61,8.94,21.95,16.99,5.59,0.74,20.11,0.41,1.47,14.17
24.85,9.07,22.17,17.29,None,0.73,10.36,0.43,1.46,15.07
30.17,8.89,22.17,16.73,2.01,0.75,21.52,0.41,1.45,18.1
27.95,8.84,21.77,16.94,2.83,0.75,21,0.41,1.44,16.77
28.91,9.07,22.07,16.81,1.88,0.73,21.07,0.4,1.47,17.34
29.82,8.96,21.65,16.82,1.2,0.73,22.82,0.41,1.46,17.37
34.18,8.96,22.17,16.88,1.59,0.73,25.52,0.41,1.44,17.09
41.17,9.02,22.33,17.11,0.73,0.75,21.05,0.42,1.45,20.59
43.2,9,21.88,16.95,5.41,0.73,20.66,0.41,1.44,21.6
46.77,8.88,22.45,17,6.83,0.73,20.89,0.41,1.46,23.38
53.01,9,22.06,16.95,6.65,0.74,20.48,0.41,1.4,26.5
54.62,9.02,22.4,17.33,6.35,0.73,20.75,0.42,1.43,27.31
58.07,8.91,22.12,16.77,5.19,0.73,21.23,0.41,1.52,29.04
55.82,9,21.95,16.98,5.51,0.74,20.88,0.42,1.45,27.91
56.5,8.98,22.13,17.04,6.36,0.73,20.45,0.41,1.48,28.25
52.83,8.91,22.49,17.38,5.29,0.73,20.71,0.41,1.46,26.41
47.26,8.98,22.03,17.1,8.04,0.74,21.03,0.42,1.46,23.63
47.61,8.98,22.02,17.03,7.49,0.75,20.78,0.41,1.42,23.8
45.85,8.91,22.45,16.88,7.81,0.72,20.57,0.41,1.44,22.92
46.66,8.98,21.83,16.56,7.59,0.74,20.99,0.41,1.43,23.34
42.54,8.83,22.19,16.99,6.71,0.75,20.73,0.41,1.41,21.27
42.57,9.23,21.87,16.64,6.71,0.74,20.74,0.42,1.43,21.29
44.81,8.88,22.06,17.27,6.8,0.73,20.31,0.42,1.46,22.41
41.46,9.02,22,16.6,6.41,0.74,20.29,0.42,1.42,20.73
50.28,9,22.26,16.74,None,0.76,28.34,0.4,1.42,25.14
54.42,8.9,22,17.04,8.3,0.73,33.34,0.41,1.45,27.21
36.08,8.93,22.07,17.5,5.79,0.73,22.38,0.41,1.47,18.04
35.73,8.95,21.98,17.22,5.82,0.74,21.63,0.42,1.46,17.86
43.68,8.97,21.93,16.97,5.79,0.74,21.56,0.42,1.43,21.84
43.47,8.92,21.99,17.07,6.46,0.73,19.74,0.41,1.45,18.22
40.71,8.94,22.16,16.61,4.51,0.73,20.77,0.41,1.44,16.28
45.61,8.88,21.84,16.88,None,0.74,21.12,0.41,1.44,18.25
43.86,8.98,21.99,17.3,None,0.73,20.98,0.42,1.45,17.54
45.82,8.94,22.09,17.52,4.46,0.73,20.88,0.42,1.43,18.33
47.45,8.86,22.03,17.14,4.3,0.74,20.95,0.41,1.45,18.98
52.14,8.93,21.97,16.82,4.17,0.74,21.27,0.41,1.45,20.86
48.06,8.97,21.74,16.72,5.83,0.75,20.88,0.41,1.47,19.22
41.36,9.14,22.04,16.87,7,0.74,21.02,0.4,1.46,16.54
45.03,9.03,22.17,16.89,6.43,0.75,20.39,0.4,1.48,18.01
46.7,8.92,22.21,17.08,6.51,0.73,20.55,0.41,1.43,18.68
45.43,8.91,21.94,16.75,6.71,0.72,20.98,0.41,1.45,18.17
44.72,9.07,21.99,16.75,7.64,0.74,20.96,0.41,1.44,17.89
45.53,9.05,22.07,16.61,8.78,0.74,20.61,0.41,1.44,18.21
46.71,9.07,21.9,17.2,7.61,0.74,20.16,0.41,1.41,18.68
47.47,8.96,21.61,16.86,7.89,0.74,20.59,0.41,1.45,18.98
43.75,8.92,22.03,17.13,3.1,0.73,20.56,0.41,1.45,17.5
45.16,8.88,22.14,17.02,2.44,0.75,20.58,0.42,1.47,18.07
43.35,8.93,22.21,16.8,3.68,0.75,21.14,0.42,1.46,17.34
38.85,9.02,21.93,17,3.35,0.74,20.06,0.41,1.48,15.54
35.29,10.37,25.24,20.42,3.71,0.75,20.65,0.41,1.48,17.13
35.96,10.81,25.82,20.57,3.1,0.73,20.92,0.41,1.45,17.98
41.27,10.71,25.03,20.97,1.56,0.75,36.66,0.41,1.46,20.64
48.11,10.75,25.24,20.53,None,0.73,22.85,0.41,1.44,24.05
48.35,10.55,25.99,20.25,7.5,0.74,20.88,0.41,1.44,24.17
45.13,10.75,24.95,20.71,7.66,0.75,21.57,0.41,1.44,22.57
43.29,10.69,25.75,20.97,8.55,0.72,20.81,0.41,1.45,21.64
42.33,10.63,25.5,20.41,6.25,0.76,20.73,0.4,1.46,21.17
43.99,10.6,25.62,20.94,1.52,0.74,20.73,0.41,1.45,21.99
48.94,10.7,25.26,20.75,1.8,0.73,20.75,0.41,1.44,24.46
49.3,10.69,25.43,20.88,2.51,0.74,21.1,0.41,1.47,24.64
49.08,10.85,25.8,20.39,2.22,0.75,20.78,0.41,1.45,24.54
47.94,10.7,25.49,20.52,1.54,0.74,21.31,0.41,1.43,23.97
45.29,10.35,25.37,20.45,1.77,0.73,20.72,0.4,1.45,22.65
42.88,10.68,25.65,20.62,1.96,0.73,20.92,0.42,1.45,21.44
44.59,10.54,26.12,20.5,2.46,0.75,20.81,0.41,1.46,22.3
